Sun Apr 6 12:59:01 MDT 2014
945	382.4	153.35	2	forward	up	The car moved forward
mousemove
945	35039	330.9	192.75	forward	up
945	35057	329.1	192.75	forward	up
945	35072	327.85	192.75	forward	up
945	35090	327.25	192.75	forward	up
945	35107	326.65	192.75	forward	up
945	35122	326.65	192.75	forward	up
945	35140	326.65	192.75	forward	up
945	35155	326.65	192.75	forward	up
945	35172	326.65	192.75	forward	up
945	35190	326.65	192.75	forward	up
945	35207	326.65	192.75	forward	up
945	35224	326.65	192.75	forward	up
945	35239	326.65	192.75	forward	up
945	35257	326.65	192.75	forward	up
945	35273	326.65	192.75	forward	up
945	35289	326.65	192.75	forward	up
945	35308	326.65	192.75	forward	up
945	35322	326.05	192.75	forward	up
945	35340	326.05	192.75	forward	up
945	35357	326.05	192.75	forward	up
945	35372	326.05	192.75	forward	up
945	35391	326.05	192.75	forward	up
945	35406	326.05	192.75	forward	up
945	35422	326.05	192.75	forward	up
945	35439	326.05	192.75	forward	up
945	35456	326.05	192.75	forward	up
945	35474	326.05	192.75	forward	up
945	35489	326.05	192.75	forward	up
945	35507	326.05	192.75	forward	up
945	35524	326.05	192.75	forward	up
945	35540	326.05	192.75	forward	up
945	35557	326.05	192.75	forward	up
945	35572	326.05	192.75	forward	up
945	35590	326.05	192.75	forward	up
945	35608	326.05	192.75	forward	up
945	35622	326.05	192.75	forward	up
945	35641	326.05	192.75	forward	up
945	35656	326.05	192.75	forward	up
945	35672	326.05	192.75	forward	up
945	35690	326.05	192.75	forward	up
945	35706	326.65	192.1	forward	up
945	35724	327.25	191.5	forward	up
945	35739	329.1	190.3	forward	up
945	35756	330.3	189.1	forward	up
945	35773	330.9	187.9	forward	up
945	35789	332.1	186.05	forward	up
945	35807	332.1	184.85	forward	up
945	35822	332.7	183.65	forward	up
945	35840	333.95	180.6	forward	up
945	35857	334.55	178.8	forward	up
945	35872	335.75	177.6	forward	up
945	35891	337.55	175.75	forward	up
945	35906	340	174.55	forward	up
945	35923	344.25	173.35	forward	up
945	35941	344.85	173.35	forward	up
945	35956	346.05	172.75	forward	up
945	35973	347.85	172.75	forward	up
945	35989	349.1	172.75	forward	up
945	36006	350.3	172.1	forward	up
945	36023	351.5	172.1	forward	up
945	36040	352.1	171.5	forward	up
945	36057	353.95	171.5	forward	up
945	36072	359.4	170.9	forward	up
945	36089	361.8	170.3	forward	up
945	36108	365.45	169.7	forward	up
945	36122	366.65	169.1	forward	up
945	36140	368.5	169.1	forward	up
945	36157	369.7	168.5	forward	up
945	36172	370.3	167.9	forward	up
945	36190	372.1	167.25	forward	up
945	36206	372.1	166.65	forward	up
945	36224	372.7	166.65	forward	up
945	36239	374.55	165.45	forward	up
945	36257	375.15	164.25	forward	up
945	36273	375.75	164.25	forward	up
945	36289	378.2	162.4	forward	up
945	36308	378.2	162.4	forward	up
945	36322	379.4	161.8	forward	up
945	36340	379.4	161.2	forward	up
945	36358	380	161.2	forward	up
945	36372	380	161.2	forward	up
945	36391	380	161.2	forward	up
945	36406	380	161.2	forward	up
945	36422	380	161.2	forward	up
945	36439	380	160.6	forward	up
945	36457	380	160	forward	up
945	36474	380	160	forward	up
945	36489	380	159.4	forward	up
945	36507	380	159.4	forward	up
945	36523	380	159.4	forward	up
945	36539	380	159.4	forward	up
945	36557	380	158.8	forward	up
945	36572	380.6	158.8	forward	up
945	36590	380.6	158.8	forward	up
945	36607	380.6	157.6	forward	up
945	36622	380.6	157.6	forward	up
945	36641	381.2	156.95	forward	up
945	36656	381.8	156.35	forward	up
945	36672	381.8	155.75	forward	up
945	36689	381.8	155.15	forward	up
945	36707	382.4	154.55	forward	up
945	36723	382.4	153.35	forward	up
945	36740	382.4	153.35	forward	up
945	36757	382.4	153.35	forward	up
945	36774	382.4	153.35	forward	up
945	36789	382.4	153.35	forward	up
945	36808	382.4	153.35	forward	up
945	36822	382.4	153.35	forward	up
945	36839	382.4	153.35	forward	up
945	36857	382.4	153.35	forward	up
945	36872	382.4	153.35	forward	up
945	36891	382.4	153.35	forward	up
945	36906	382.4	153.35	forward	up
945	36922	382.4	153.35	forward	up
945	36939	382.4	153.35	forward	up
945	36955	382.4	153.35	forward	up
945	36973	382.4	153.35	forward	up
945	36989	382.4	153.35	forward	up
945	37006	382.4	153.35	forward	up
945	37023	382.4	153.35	forward	up
945	37040	382.4	153.35	forward	up
945	37058	382.4	153.35	forward	up
945	37072	382.4	153.35	forward	up
945	37090	382.4	153.35	forward	up
945	37108	382.4	153.35	forward	up
945	37122	382.4	153.35	forward	up
