Fri Feb 7 11:15:23 MST 2014
5216	324.95	142.25	5	forward	down	null
mousemove
5216	11122	317.6	179
5216	11137	317.6	179
5216	11153	317.6	179
5216	11172	317.6	179
5216	11187	317.6	179
5216	11205	317.6	179
5216	11221	317.6	179
5216	11237	317.6	179
5216	11254	317.6	179
5216	11271	317.6	179
5216	11288	317.6	179
5216	11304	317.6	179
5216	11321	317.6	179
5216	11337	317.6	179
5216	11353	317.6	179
5216	11372	317.6	179
5216	11386	317.6	179
5216	11404	317.6	179
5216	11422	317.6	179
5216	11436	317.6	179
5216	11454	317.6	179
5216	11471	317.6	179
5216	11487	317.6	179
5216	11504	317.6	179
5216	11521	317.6	179
5216	11538	317.6	179
5216	11553	317.6	179
5216	11571	317.6	179
5216	11588	317.6	179
5216	11604	317.6	179
5216	11621	317.6	179
5216	11637	317.6	179
5216	11653	317.6	179
5216	11672	317.6	179
5216	11686	317.6	179
5216	11705	317.6	179
5216	11721	317.6	179
5216	11737	317.6	179
5216	11755	317.6	179
5216	11771	317.6	179
5216	11788	317.6	179
5216	11804	317.6	179
5216	11820	317.6	179
5216	11838	317.6	179
5216	11854	317.6	179
5216	11872	317.6	179
5216	11887	317.6	179
5216	11904	317.6	179
5216	11921	317.6	179
5216	11936	317.6	179
5216	11954	317.6	179
5216	11971	317.6	179
5216	11987	317.6	179
5216	12005	317.6	179
5216	12020	317.6	179
5216	12038	317.6	179
5216	12053	317.6	179
5216	12070	317.6	179
5216	12088	317.6	179
5216	12104	317.6	179
5216	12122	317.6	179
5216	12137	317.6	179
5216	12153	317.6	179
5216	12172	317.6	179
5216	12187	317.6	179
5216	12205	317.6	179
5216	12221	317.6	179
5216	12237	317.6	179
5216	12254	317.6	179
5216	12270	317.6	179
5216	12288	317.6	179
5216	12304	317.6	179
5216	12321	317.6	179
5216	12338	317.6	179
5216	12354	317.6	179
5216	12372	317.6	179
5216	12386	317.6	179
5216	12404	317.6	179
5216	12422	317.6	179
5216	12436	317.6	179
5216	12455	317.6	179
5216	12470	317.6	179
5216	12486	317.6	179
5216	12505	317.6	179
5216	12521	317.6	179
5216	12537	317.05	179
5216	12553	315.5	180.05
5216	12570	313.4	181.1
5216	12587	311.8	182.15
5216	12603	310.25	183.2
5216	12621	308.15	184.8
5216	12636	306.05	186.35
5216	12653	303.4	187.95
5216	12671	300.8	189.5
5216	12687	296.05	192.15
5216	12704	290.3	194.75
5216	12720	284	197.4
5216	12736	277.15	200.5
5216	12754	270.35	202.6
5216	12770	265.1	204.2
5216	12787	261.4	205.25
5216	12803	257.75	206.3
5216	12820	255.65	206.8
5216	12838	254.6	206.8
5216	12854	253.55	206.8
5216	12872	253	206.8
5216	12886	253	206.8
5216	12904	253	206.8
5216	12921	253	206.8
5216	12936	253	206.8
5216	12954	253	206.8
5216	12970	253	206.8
5216	12986	253	206.8
5216	13004	253	206.8
5216	13021	253	206.3
5216	13039	253	205.75
5216	13054	253	205.25
5216	13070	253	204.7
5216	13087	253	204.2
5216	13103	253	204.2
5216	13122	253	204.2
5216	13136	253	204.2
5216	13153	253	204.2
5216	13172	253	204.2
5216	13187	253	204.2
5216	13203	253	204.2
5216	13220	253	204.2
5216	13237	253	204.2
5216	13254	253	204.2
5216	13271	253	204.2
5216	13288	253	204.2
5216	13304	253	203.15
5216	13321	253	202.1
5216	13337	253.55	200
5216	13354	254.6	196.35
5216	13372	255.1	193.2
5216	13386	256.15	190.55
5216	13404	256.7	187.95
5216	13422	257.2	185.3
5216	13436	258.25	184.25
5216	13454	258.25	183.75
5216	13470	258.8	183.75
5216	13486	258.8	182.7
5216	13505	259.85	181.65
5216	13521	260.35	181.1
5216	13538	261.95	180.05
5216	13553	263	179
5216	13570	264.55	177.95
5216	13588	266.15	176.4
5216	13604	266.65	176.4
5216	13622	266.65	175.85
5216	13637	267.2	175.85
5216	13654	267.2	175.35
5216	13671	267.7	174.8
5216	13686	267.7	174.8
5216	13704	268.25	174.3
5216	13720	268.75	173.25
5216	13736	268.75	173.25
5216	13754	270.35	171.15
5216	13771	270.85	170.1
5216	13788	271.9	169.05
5216	13804	272.45	168
5216	13820	272.95	167.45
5216	13837	274	166.95
5216	13853	274	166.95
5216	13872	274	166.4
5216	13886	274	166.4
5216	13904	275.05	166.4
5216	13921	275.05	166.4
5216	13937	275.05	166.4
5216	13955	275.05	166.4
5216	13971	275.05	166.4
5216	13987	275.05	166.4
5216	14005	275.05	166.4
5216	14020	275.05	166.4
5216	14037	275.05	166.4
5216	14053	275.05	166.4
5216	14071	275.6	165.35
5216	14088	275.6	164.85
5216	14104	275.6	164.85
5216	14121	276.65	163.8
5216	14136	276.65	163.8
5216	14154	277.7	162.75
5216	14172	278.75	162.2
5216	14186	278.75	162.2
5216	14205	278.75	162.2
5216	14220	278.75	162.2
5216	14237	278.75	162.2
5216	14255	279.25	162.2
5216	14270	279.25	162.2
5216	14287	279.25	162.2
5216	14303	279.25	162.2
5216	14320	279.25	162.2
5216	14337	279.25	162.2
5216	14354	279.25	162.2
5216	14372	279.25	162.2
5216	14387	279.25	162.2
5216	14403	279.25	162.2
5216	14422	279.25	162.2
5216	14436	279.25	162.2
5216	14454	279.25	162.2
5216	14471	279.25	162.2
5216	14486	279.25	162.2
5216	14505	279.25	162.2
5216	14521	279.25	162.2
5216	14537	279.25	162.2
5216	14554	279.25	162.2
5216	14570	278.75	162.2
5216	14587	278.2	162.2
5216	14603	277.15	162.2
5216	14621	274.55	162.75
5216	14636	271.9	163.25
5216	14653	269.3	163.8
5216	14672	266.65	164.3
5216	14686	264.55	164.85
5216	14705	263	165.35
5216	14721	261.95	165.35
5216	14737	261.95	165.35
5216	14754	261.4	165.35
5216	14771	261.4	165.9
5216	14788	260.9	165.9
5216	14804	260.35	166.4
5216	14821	259.85	166.4
5216	14838	259.3	166.95
5216	14853	258.25	166.95
5216	14871	258.25	166.95
5216	14887	258.25	166.95
5216	14904	258.25	166.95
5216	14922	258.25	166.95
5216	14936	258.25	166.95
5216	14954	258.25	166.95
5216	14970	258.25	166.95
5216	14986	258.25	166.95
5216	15004	258.25	166.95
5216	15021	258.25	166.95
5216	15038	258.25	166.95
5216	15053	258.25	166.95
5216	15070	258.25	166.95
5216	15087	258.25	166.95
5216	15103	258.25	166.95
5216	15122	258.25	166.95
5216	15137	258.25	166.95
5216	15153	258.25	166.95
5216	15172	258.25	166.95
5216	15187	258.25	166.95
5216	15204	258.25	166.95
5216	15221	258.25	166.95
5216	15237	258.25	166.95
5216	15255	258.25	166.95
5216	15270	258.25	166.95
5216	15287	258.25	166.95
5216	15304	258.25	166.95
5216	15320	258.25	166.95
5216	15337	258.25	166.95
5216	15354	258.25	166.95
5216	15371	258.25	166.95
5216	15387	258.25	166.95
5216	15403	258.25	166.95
5216	15421	258.25	166.95
5216	15436	258.25	166.95
5216	15455	258.25	166.95
5216	15470	258.25	166.95
5216	15486	258.25	166.95
5216	15505	258.25	166.95
5216	15520	258.25	166.95
5216	15538	258.25	166.95
5216	15554	258.25	166.95
5216	15571	258.25	166.95
5216	15587	258.25	166.95
5216	15604	258.25	166.95
5216	15622	258.25	166.95
5216	15637	258.25	166.95
5216	15654	258.25	166.95
5216	15671	258.25	166.95
5216	15686	258.25	166.95
5216	15705	258.25	166.95
5216	15721	258.25	166.95
5216	15736	258.25	166.95
5216	15754	258.25	166.95
5216	15771	258.25	166.95
5216	15788	258.25	166.95
5216	15804	258.25	166.95
5216	15821	259.3	166.95
5216	15837	262.45	166.4
5216	15854	268.25	163.25
5216	15870	275.6	161.15
5216	15886	285.05	158
5216	15903	290.8	155.9
5216	15921	297.65	153.8
5216	15937	303.95	151.2
5216	15955	307.6	150.15
5216	15969	311.3	149.1
5216	15986	313.4	148.55
5216	16004	315.5	148.05
5216	16021	317.6	147
5216	16037	319.7	146.45
5216	16053	321.25	145.95
5216	16070	322.85	145.4
5216	16087	324.4	145.4
5216	16104	326	144.9
5216	16121	327.55	144.35
5216	16137	329.15	143.85
5216	16153	330.2	143.3
5216	16171	331.75	142.8
5216	16186	332.8	142.8
5216	16204	333.35	142.25
5216	16221	333.35	142.25
5216	16237	333.85	142.25
5216	16254	333.85	142.25
5216	16271	333.85	142.25
5216	16288	333.85	142.25
5216	16304	333.35	142.25
5216	16320	332.3	142.25
5216	16337	330.7	142.25
5216	16354	329.15	142.25
5216	16371	327.55	142.25
5216	16386	326.5	142.25
5216	16403	324.95	142.25
5216	16421	324.95	142.25
5216	16437	324.95	142.25
5216	16455	324.95	142.25
5216	16470	324.95	142.25
5216	16487	324.95	142.25
5216	16504	324.95	142.25
5216	16520	324.95	142.25
5216	16538	324.95	142.25
5216	16553	324.95	142.25
5216	16571	324.95	142.25
5216	16588	324.95	142.25
5216	16603	324.95	142.25
5216	16622	324.95	142.25
5216	16637	324.95	142.25
5216	16654	324.95	142.25
5216	16672	324.95	142.25
5216	16687	324.95	142.25
5216	16704	324.95	142.25
5216	16721	324.95	142.25
5216	16737	324.95	142.25
5216	16754	324.95	142.25
5216	16770	324.95	142.25
